t_mid_s,Session,Band,Region,Value
1070.0,MODULATION,Theta,Temporal,5.241929357804053
1080.0,MODULATION,Theta,Temporal,5.302013321248463
1090.0,MODULATION,Theta,Temporal,5.222323540374907
1100.0,MODULATION,Theta,Temporal,5.077679765475434
1110.0,MODULATION,Theta,Temporal,5.03256282787091
1120.0,MODULATION,Theta,Temporal,5.053111179935035
1130.0,MODULATION,Theta,Temporal,5.129207408110591
1140.0,MODULATION,Theta,Temporal,5.129529768583832
1150.0,MODULATION,Theta,Temporal,5.162252351960749
1160.0,MODULATION,Theta,Temporal,5.269978623634756
1170.0,MODULATION,Theta,Temporal,5.23892450066528
1180.0,MODULATION,Theta,Temporal,5.216351759360085
1190.0,MODULATION,Theta,Temporal,5.074445293127739
1200.0,MODULATION,Theta,Temporal,5.129295252569827
1210.0,MODULATION,Theta,Temporal,4.96492094880597
1220.0,MODULATION,Theta,Temporal,4.857955618473133
1230.0,MODULATION,Theta,Temporal,4.840779143342516
1240.0,MODULATION,Theta,Temporal,4.827155786482104
1250.0,MODULATION,Theta,Temporal,4.856892419251456
1260.0,MODULATION,Theta,Temporal,4.8513121137743065
1270.0,MODULATION,Theta,Temporal,4.857378746914771
1280.0,MODULATION,Theta,Temporal,4.941011278402303
1290.0,MODULATION,Theta,Temporal,4.651197969887672
1300.0,MODULATION,Theta,Temporal,4.696499028235022
1310.0,MODULATION,Theta,Temporal,4.786586527164803
1320.0,MODULATION,Theta,Temporal,4.7749880721994895
1330.0,MODULATION,Theta,Temporal,4.7190399827906635
1340.0,MODULATION,Theta,Temporal,4.631450481544072
1350.0,MODULATION,Theta,Temporal,4.979778558868065
1360.0,MODULATION,Theta,Temporal,4.9850597522708595
1370.0,MODULATION,Theta,Temporal,4.75561900753553
1380.0,MODULATION,Theta,Temporal,4.799057061721316
1390.0,MODULATION,Theta,Temporal,4.93151963752203
1400.0,MODULATION,Theta,Temporal,4.862758934271711
1410.0,MODULATION,Theta,Temporal,4.96925586976081
1420.0,MODULATION,Theta,Temporal,5.005793996226641
1430.0,MODULATION,Theta,Temporal,4.771697718552396
1440.0,MODULATION,Theta,Temporal,4.69054810088748
1450.0,MODULATION,Theta,Temporal,4.594818642837413
1460.0,MODULATION,Theta,Temporal,4.700836993645678
1470.0,MODULATION,Theta,Temporal,4.878548556945149
1480.0,MODULATION,Theta,Temporal,4.68088069277847
1490.0,MODULATION,Theta,Temporal,4.878608940663293
1500.0,MODULATION,Theta,Temporal,5.018271860570614
1510.0,MODULATION,Theta,Temporal,4.964121460530283
1520.0,MODULATION,Theta,Temporal,5.036866621432317
1530.0,MODULATION,Theta,Temporal,4.971983678886492
1540.0,MODULATION,Theta,Temporal,4.73540736505255
1550.0,MODULATION,Theta,Temporal,5.102302218882409
1560.0,MODULATION,Theta,Temporal,4.625357075676381
1570.0,MODULATION,Theta,Temporal,4.6082831896928935
1580.0,MODULATION,Theta,Temporal,4.585229222900254
1590.0,MODULATION,Theta,Temporal,4.659998725685015
1600.0,MODULATION,Theta,Temporal,4.704411831844791
1610.0,MODULATION,Theta,Temporal,4.851070385417692
1620.0,MODULATION,Theta,Temporal,4.827068401753435
1630.0,MODULATION,Theta,Temporal,4.875589038643147
1640.0,MODULATION,Theta,Temporal,5.22030409498535
1650.0,MODULATION,Theta,Temporal,5.41161448445577
1660.0,MODULATION,Theta,Temporal,5.182319108816109
1670.0,MODULATION,Theta,Temporal,5.103722024020699
