Representation,Level,Band,Channel,Feature,Window_Length_s,Entropy_Bins,Baseline_Median_Entropy_bits,Modulation_Median_Entropy_bits,Delta_Entropy_ModMinusBase_bits,Delta_Sign,Baseline_N_Valid_Windows,Modulation_N_Valid_Windows,Entropy_Definition
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,10,32,3.000175482,2.631854102,-0.3683213802,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,10,64,3.83712195,3.471454648,-0.3656673016,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,30,16,2.349548134,1.921127183,-0.4284209508,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,30,32,3.235919863,2.806553893,-0.4293659701,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,30,64,4.161564239,3.734130062,-0.4274341774,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,60,16,2.4174725,1.99986555,-0.4176069495,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,60,32,3.338774188,2.917165085,-0.4216091025,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,60,64,4.281464125,3.890354988,-0.3911091368,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,120,16,2.481902003,1.980022242,-0.501879761,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,120,32,3.392713604,2.913256628,-0.4794569758,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC6,POW.FC6.Alpha,120,64,4.362356455,3.879615721,-0.4827407341,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,10,16,2.190608889,1.816198262,-0.3744106269,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,10,32,3.058563539,2.635423809,-0.4231397298,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,10,64,3.879676723,3.516551033,-0.36312569,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,30,16,2.397262216,1.978784889,-0.4184773272,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,30,32,3.301102575,2.85026435,-0.4508382255,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,30,64,4.208993333,3.775526675,-0.4334666583,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,60,16,2.443712707,2.001605812,-0.4421068953,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,60,32,3.353006895,2.859145454,-0.4938614412,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,60,64,4.306256979,3.7960096,-0.5102473793,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,120,16,2.452309633,1.978402879,-0.4739067545,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,120,32,3.372783653,2.887223092,-0.4855605611,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,FC6,POW.FC6.BetaL,120,64,4.34405258,3.831700923,-0.5123516561,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,10,16,2.45219539,2.154232393,-0.2979629968,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,10,32,3.306986445,2.985857957,-0.321128488,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,10,64,4.150629933,3.875193259,-0.2754366738,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,30,16,2.664251517,2.278328375,-0.3859231423,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,30,32,3.578930107,3.221159123,-0.3577709847,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,30,64,4.482041982,4.156997667,-0.3250443156,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,60,16,2.695154983,2.383163021,-0.3119919625,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,60,32,3.64896236,3.333913925,-0.315048435,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,60,64,4.604757008,4.305140734,-0.2996162739,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,120,16,2.738351323,2.36644626,-0.3719050626,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,120,32,3.703191918,3.304730096,-0.3984618216,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,FC6,POW.FC6.BetaH,120,64,4.684264837,4.283201128,-0.4010637093,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,10,16,2.191391391,1.775705505,-0.4156858861,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,10,32,3.087885558,2.614579129,-0.4733064293,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,10,64,3.944179226,3.473260316,-0.4709189104,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,30,16,2.384066232,1.90054199,-0.4835242427,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,30,32,3.289243225,2.757324694,-0.5319185315,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,30,64,4.246369973,3.701784896,-0.5445850776,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,60,16,2.401405749,1.92921075,-0.4721949983,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,60,32,3.356783967,2.838415064,-0.518368903,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,60,64,4.323967862,3.799171284,-0.5247965775,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,120,16,2.443339263,1.964178915,-0.4791603483,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,120,32,3.412504687,2.868768747,-0.5437359403,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,FC6,POW.FC6.Gamma,120,64,4.383519836,3.823400916,-0.5601189198,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,10,16,0,0,0,zero,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,10,32,0.8112781245,0.6402569437,-0.1710211808,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,10,64,1.652460076,1.515800425,-0.1366596515,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,30,16,0.1686609315,0.09694460606,-0.07171632543,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,30,32,0.9334321032,0.7528482643,-0.1805838389,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,30,64,1.780217605,1.663080578,-0.1171370269,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,60,16,0.210532931,0.09668979504,-0.113843136,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,60,32,0.8651456414,0.7785005485,-0.08664509296,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,60,64,1.797163565,1.713931069,-0.08323249529,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,120,16,0.1958556514,0.1034493048,-0.0924063466,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,120,32,0.8745540909,0.7555346645,-0.1190194264,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,C4,POW.C4.Theta,120,64,1.813571134,1.712553036,-0.1010180987,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,10,16,1.565079283,1.404455199,-0.160624084,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,10,32,2.404950014,2.200151304,-0.2047987108,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,10,64,3.281282235,3.081086419,-0.2001958162,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,30,16,1.738851939,1.543843362,-0.1950085773,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,30,32,2.627427066,2.402171629,-0.2252554374,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,30,64,3.552866368,3.327165459,-0.2257009093,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,60,16,1.85709958,1.576006758,-0.2810928225,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,60,32,2.781067906,2.445953418,-0.3351144886,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,60,64,3.704644926,3.385226188,-0.3194187379,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,120,16,1.919414169,1.613545947,-0.305868222,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,120,32,2.783440488,2.470625398,-0.3128150903,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,C4,POW.C4.Alpha,120,64,3.745970853,3.407629069,-0.3383417848,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,10,16,1.248350358,1.193092851,-0.0552575077,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,10,32,2.054540703,2.000819796,-0.05372090688,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,10,64,2.890657749,2.836122247,-0.05453550172,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,30,16,1.3357145,1.317546357,-0.01816814294,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,30,32,2.187519452,2.146278201,-0.04124125032,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,30,64,3.079223252,3.027540217,-0.05168303496,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,60,16,1.360428827,1.320188961,-0.04023986551,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,60,32,2.254451282,2.165006154,-0.08944512863,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,60,64,3.13240086,3.056687161,-0.07571369895,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,120,16,1.403213069,1.327935697,-0.07527737192,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,120,32,2.233890394,2.169474409,-0.06441598486,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaL,C4,POW.C4.BetaL,120,64,3.167226502,3.113158634,-0.05406786763,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,10,16,1.755892291,1.726996033,-0.02889625751,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,10,32,2.569591611,2.520169557,-0.04942205389,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,10,64,3.4527052,3.405509427,-0.0471957725,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,30,16,1.919254841,1.837213708,-0.08204113364,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,30,32,2.825821899,2.732259355,-0.09356254438,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,30,64,3.760677468,3.665014693,-0.09566277499,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,60,16,1.945830213,1.926126715,-0.01970349842,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,60,32,2.872576294,2.836194834,-0.0363814596,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,60,64,3.84659442,3.783895959,-0.06269846168,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,120,16,2.013937652,1.896847434,-0.117090218,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,120,32,2.95540187,2.805154014,-0.150247856,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,BetaH,C4,POW.C4.BetaH,120,64,3.915516337,3.775175425,-0.1403409113,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,10,16,0.6962122601,0.09694460606,-0.5992676541,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,10,32,1.268658353,0.9959386076,-0.2727197454,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,10,64,2.00901111,1.680482024,-0.3285290863,negative,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,30,16,0.7864821765,0.1794281466,-0.60705403,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,30,32,1.33118916,1.10589949,-0.2252896695,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,30,64,2.16684138,1.800741868,-0.3660995118,negative,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,60,16,0.7747239654,0.1901953616,-0.5845286038,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,60,32,1.405110466,1.147198268,-0.2579121982,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,60,64,2.205992048,1.85202203,-0.3539700183,negative,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,120,16,0.8102743162,0.2451504891,-0.5651238272,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,120,32,1.440926149,1.17579648,-0.2651296691,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Gamma,C4,POW.C4.Gamma,120,64,2.244074362,1.851285623,-0.3927887392,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,10,16,0,0,0,zero,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,10,32,0,0.2863969571,0.2863969571,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,10,64,0.8812908992,1.17099771,0.2897068106,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,30,16,0,0,0,zero,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,30,32,0.200518831,0.3446823486,0.1441635176,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,30,64,0.9249602068,1.232812141,0.3078519341,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,60,16,0,0,0,zero,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,60,32,0.2307735482,0.3413333003,0.1105597521,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,60,64,0.936236274,1.26710718,0.3308709056,positive,30,30,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,120,16,0.03048034635,0.01182170205,-0.0186586443,negative,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,120,32,0.2017831651,0.3444094561,0.1426262911,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Theta,FC2,POW.FC2.Theta,120,64,0.9646113762,1.270034353,0.305422977,positive,15,15,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,10,16,2.078099166,2.385992046,0.3078928796,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,10,32,2.92804709,3.212253009,0.2842059194,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,10,64,3.770035291,4.067205639,0.2971703482,positive,181,181,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,30,16,2.249007723,2.578076965,0.3290692421,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
FFT-derived POW,Feature,Alpha,FC2,POW.FC2.Alpha,30,32,3.172266879,3.480701219,0.3084343396,positive,60,60,Binned Shannon entropy of the temporal amplitude distribution of FFT-derived POW band-power values; shared baseline/modulation edges
