Dataset,Metric,Band,Envelope_Band,Channel_A,Channel_B,Value
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,C3,Fp2,0.06872820108643131
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,FT9,0.16401763796707164
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,T7,0.45620576279401703
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,CP5,0.1785410152179348
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,CP1,0.019858013154188905
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,P3,0.007482416691939916
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,P7,0.026223585175616737
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,PO9,0.29536901140028904
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,O1,0.04553923456074809
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,Pz,0.015428413959817843
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,Oz,0.03320384168944279
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,O2,0.030446635611179277
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,PO10,0.02290378361223755
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,P8,0.025165615825707758
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,P4,0.02646944417344059
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,CP2,0.06308614854977662
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,CP6,0.05888559549575303
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,T8,0.10780606136544522
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,FT10,0.07651904779930761
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,FC6,0.3272952824384803
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,C4,0.2257479209559337
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,FC2,0.5657800553358883
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,F4,0.5197614710140844
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,F8,0.24912744653393631
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FC5,Fp2,0.43211794083565375
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,T7,0.15115050707342623
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,CP5,0.026770525410303295
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,CP1,0.09716160673155293
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,P3,0.17437176267053675
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,P7,0.3160017967662331
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,PO9,0.1412999897944326
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,O1,0.23636483191511237
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,Pz,0.11459205592695691
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,Oz,0.20933303674066284
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,O2,0.15482965324678324
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,PO10,0.06753744796038491
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,P8,0.029602639371621577
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,P4,0.06368619871700774
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,CP2,0.05277963684706344
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,CP6,0.022733691993485038
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,T8,0.06523231588744473
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,FT10,0.24032189610876903
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,FC6,0.12098528449768563
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,C4,0.04058094265638485
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,FC2,0.09635808374798817
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,F4,0.18449163976139582
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,F8,0.27344684342303704
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,FT9,Fp2,0.3467271168564547
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,CP5,0.07773377601120551
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,CP1,0.015706230316973213
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,P3,0.01480939905259977
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,P7,0.03246179532198987
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,PO9,0.3350866408267745
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,O1,0.11199699008622786
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,Pz,0.017007197520757248
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,Oz,0.10573845848507206
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,O2,0.09538045538362766
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,PO10,0.04458136876996944
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,P8,0.027111163469441344
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,P4,0.03159540977031952
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,CP2,0.022528244187342894
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,CP6,0.019797183204124127
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,T8,0.01766319696376871
MODULATION_DATASET,Band-Power Envelope Coherence,Alpha,UltraSlow,T7,FT10,0.013403770427633776
