Metric,Band,Envelope_Band,Channel_A,Channel_B,Baseline,Modulation,Delta,Abs_Delta,Percent_Change
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,P3,0.08230762124416403,0.038578880709708045,-0.04372874053445599,0.04372874053445599,-53.12842222075096
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,P7,0.05080952084606636,0.15287192187043244,0.10206240102436609,0.10206240102436609,200.8725910515405
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,PO9,0.14473662033213713,0.12877776329404317,-0.015958857038093965,0.015958857038093965,-11.026136302942595
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,O1,0.019266601076388626,0.09239243560825053,0.0731258345318619,0.0731258345318619,379.5471460790154
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,Pz,0.07080721294090268,0.02402803891545401,-0.04677917402544868,0.04677917402544868,-66.06554909101088
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,Oz,0.01434323883510495,0.07089624410776374,0.05655300527265879,0.05655300527265879,394.28336879007975
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,O2,0.00864051407695683,0.054430518379927004,0.04579000430297017,0.04579000430297017,529.9453700918837
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,PO10,0.04316206161766268,0.006501922946410088,-0.03666013867125259,0.03666013867125259,-84.93602320481052
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,P8,0.04241084258280799,0.011311474877362478,-0.03109936770544551,0.03109936770544551,-73.3288136040292
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,P4,0.03721897141842427,0.02695956098510811,-0.01025941043331616,0.01025941043331616,-27.565002584239902
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,CP2,0.07672759155628349,0.039109818530135974,-0.037617773026147515,0.037617773026147515,-49.027699505663506
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,CP6,0.05657325100468804,0.04854997022757135,-0.008023280777116691,0.008023280777116691,-14.182110157416671
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,T8,0.30466823096347806,0.1833941250535897,-0.12127410590988835,0.12127410590988835,-39.8053008436006
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,FT10,0.4706064497632958,0.24804944507007873,-0.22255700469321707,0.22255700469321707,-47.291533043195244
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,FC6,0.6913468204641522,0.43293362241520045,-0.25841319804895174,0.25841319804895174,-37.37822904507753
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,C4,0.16486445010258868,0.18449049096950104,0.01962604086691236,0.01962604086691236,11.904349818714612
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,FC2,0.5443316005486335,0.5790140996129483,0.034682499064314753,0.034682499064314753,6.371575530312434
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,F4,0.7934214746194215,0.7371432451769991,-0.056278229442422334,0.056278229442422334,-7.093106405951159
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,F8,0.6624551727526605,0.5603208079924784,-0.10213436476018212,0.10213436476018212,-15.417551097954187
Band-Power Envelope Coherence Change,Alpha,UltraSlow,Fp1,Fp2,0.9362785209160127,0.9324287618877996,-0.003849759028213162,0.003849759028213162,-0.4111766896507176
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,F3,0.8573457373262795,0.6953982636668458,-0.16194747365943374,0.16194747365943374,-18.889400927621512
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,FC1,0.4123796168811406,0.39280994116005324,-0.019569675721087365,0.019569675721087365,-4.745548741980595
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,C3,0.08935987428142925,0.09460759486167959,0.005247720580250345,0.005247720580250345,5.872569341048107
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,FC5,0.6320017076688749,0.6162341832140595,-0.01576752445481533,0.01576752445481533,-2.494854723252808
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,FT9,0.8329002580975065,0.513086634754228,-0.31981362334327845,0.31981362334327845,-38.397589655427666
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,T7,0.43043858881894503,0.27692288421653416,-0.15351570460241087,0.15351570460241087,-35.66494933078224
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,CP5,0.06437958108511327,0.0321171329551399,-0.03226244812997337,0.03226244812997337,-50.11285812394567
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,CP1,0.08764901274288119,0.021342768086886923,-0.06630624465599426,0.06630624465599426,-75.6497336148029
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,P3,0.09445262142672349,0.04096345858599984,-0.05348916284072365,0.05348916284072365,-56.630681110550896
Band-Power Envelope Coherence Change,Alpha,UltraSlow,F7,P7,0.06042003005867246,0.1716477302948447,0.11122770023617223,0.11122770023617223,184.09077275890402
